Security Name (Fund);SPYI;AVWC
Mettler-Toledo International Inc.;0,005065479;0,012972249
Lynas Rare Earths Limited;0,002068721;0,012969687
Atkore Inc;0,000410856;0,012964494
Heineken NV;0,036349638;0,012884082
MDU Resources Group Inc.;0,001370397;0,012819428
Valterra Platinum Limited;0,000441047;0,012751411
Mondi plc;0,004565363;0,012748995
Cembra Money Bank AG;0,007916534;0,012744746
Assured Guaranty Ltd.;0,009036217;0,012724431
VERBUND AG Class A;0,021329094;0,01269044
Zensho Holdings Co. Ltd.;0,001370397;0,012679186
Carlsberg AS Class B;0,067927829;0,012656152
Bunzl plc;0,009537645;0,012619691
DAIKIN INDUSTRIES LTD.;0,009533707;0,012601558
Castellum AB;0,001060613;0,012591675
B&M European Value Retail SA;0,003689832;0,012574293
Goosehead Insurance Inc. Class A;0,00306239;0,012497293
Kulicke & Soffa Industries Inc.;0,001676242;0,012489503
Acciona SA;0,002478265;0,012393084
REA Group Ltd;0,002725042;0,012336812
InterContinental Hotels Group PLC;0,085826994;0,012328702
Hulic Co. Ltd.;0,008495409;0,012303986
Choice Hotels International Inc.;0,007923098;0,012270309
Western Union Company;0,033818868;0,012256318
Kongsberg Gruppen ASA;0,005446145;0,012252142
COSMOS Pharmaceutical Corporation;0,000882094;0,012238002
Group 1 Automotive Inc.;0,004826579;0,012207203
Elia Group SA/NV;0,00574674;0,012177975
Universal Display Corporation;0,003500812;0,012157021
Sonoco Products Company;0,011553861;0,012015898
HubSpot Inc.;0,046165563;0,012015613
Roche Holding Ltd;0,012464833;0,011998067
Kintetsu Group Holdings Co. Ltd.;0,008184313;0,011989919
Hang Seng Bank Limited;0,077814636;0,01188565
SCSK Corporation;0,003818471;0,011776118
Franklin Electric Co. Inc.;0,008180375;0,011764433
Aurora Innovation Inc. Class A;0,006861171;0,0117049
Torex Gold Resources Inc.;0,003699021;0,011695042
Finning International Inc.;0,011515794;0,011695013
ICL Group Ltd.;0,002035905;0,011632529
TELUS Corporation;0,003198905;0,011620217
Siegfried Holding AG;0,001837697;0,011599247
Royal Unibrew A/S;0,044736098;0,011594893
Harley-Davidson Inc.;0,006678714;0,011587638
Berkeley Group Holdings plc;0,004863333;0,011579287
United Community Banks Inc.;0,004035057;0,011563492
Isracard Ltd.;0,000851904;0,011554739
AeroVironment Inc.;0,002536021;0,011544312
Teledyne Technologies Incorporated;0,077268578;0,011517167
Albemarle Corporation;0,02081979;0,01151369
Upstart Holdings Inc.;0,003534941;0,011511733
Mazda Motor Corp.;0,004550924;0,011502806
monday.com Ltd.;0,007915222;0,011491707
Frontdoor Inc.;0,007770831;0,011485921
Kyushu Railway Company;0,002194735;0,01147639
ONE Gas Inc.;0,005006411;0,011434311
Canadian Utilities Limited Class A;0,008677866;0,011418212
Onto Innovation Inc.;0,002970505;0,011406979
FirstCash Holdings Inc.;0,00988287;0,011384376
Sylvamo Corporation;0,001120995;0,011383419
Thomson Reuters Corporation;0,06485625;0,011301083
Bombardier Inc. Class B;0,005753303;0,011294673
AECOM;0,005951512;0,011293676
Selective Insurance Group Inc.;0,013738095;0,011290962
Terex Corporation;0,000706201;0,011221242
Per Aarsleff Holding A/S Class B;0,007484676;0,011207606
Sodexo SA;0,002163231;0,011180388
TOKYU CORPORATION;0,02281369;0,011175474
Generac Holdings Inc.;0,004662499;0,011156129
Asahi Group Holdings Ltd;0,050993455;0,011155096
Paylocity Holding Corp.;0,055837098;0,011142192
WK Kellogg Co.;0,000939851;0,011128977
Rational Aktiengesellschaft;0,009704351;0,01110354
Polaris Inc.;0,005671919;0,011039487
DaVita Inc.;0,001441279;0,011022951
Knight-Swift Transportation Holdings Inc. Class A;0,05807515;0,011022159
Henderson Land Development Co. Ltd.;0,018453099;0,011015139
MasTec Inc.;0,005451396;0,01098395
Kurita Water Industries Ltd.;0,001539727;0,010962753
Tosoh Corporation;0,00451417;0,010939465
Atlassian Corp Class A;0,053740811;0,010924879
Loomis AB;0,004850206;0,010847527
Insulet Corporation;0,059273591;0,010788627
K+S AG;0,00100942;0,010782993
Globalstar Inc.;0,000364914;0,010771682
Tenet Healthcare Corporation;0,00860042;0,010743087
Oscar Health Inc. Class A;0,001667053;0,010741092
NovoCure Ltd.;0,000368852;0,010674896
IBIDEN CO. LTD.;0,001315266;0,010653537
Zalando SE;0,000994981;0,010625347
Burberry Group plc;0,000519806;0,010617057
Spark New Zealand Limited;0,006924178;0,010578509
Power Corporation of Canada;0,00385785;0,010576856
Futu Holdings Ltd. Sponsored ADR Class A;0,005376575;0,010564645
TOPPAN Holdings Inc.;0,000350475;0,010545721
WillScot Holdings Corporation Class A;0,030698721;0,010519159
Lemonade Inc;0,004472166;0,010507924
Atlantic Union Bankshares Corporation;0,000292719;0,010503924
PureCycle Technologies Inc;0,000802023;0,010480776
LKQ Corporation;0,003843411;0,01046582
Brookfield Asset Management Ltd. Class A;0,097512118;0,010460607
Swatch Group Ltd. Bearer;0,005889818;0,010375522
Meridian Energy Limited;0,004573239;0,010337991
Sanrio Co. Ltd.;0,01208023;0,010318012
Cognex Corporation;0,010163775;0,010247813
SG Holdings Co. Ltd.;0,009508767;0,01022184
Santen Pharmaceutical Co. Ltd.;0,005433019;0,010188632
Rambus Inc.;0,00126276;0,010185189
Great-West Lifeco Inc.;0,011750757;0,010113569
IG Group Holdings plc;0,019664666;0,010108138
ArcBest Corporation;0,000791522;0,01010651
Oriental Land Co. Ltd.;0,012770679;0,010105614
APi Group Corporation;0,001651302;0,010033075
Sumitomo Rubber Industries Ltd.;0,002235427;0,010016881
ROUND ONE Corporation;0,002777547;0,009936558
Kansai Electric Power Company Incorporated;0,004770135;0,009907662
Global Payments Inc.;0,043041479;0,00989061
Empire Co Ltd Class A;0,019774928;0,009890163
Helmerich & Payne Inc.;0,000777083;0,009885711
Moderna Inc.;0,010124396;0,009859035
Gentex Corporation;0,05111553;0,009853664
Ampol Limited;0,015628297;0,009850656
Wisetech Global Ltd.;0,004258206;0,009815535
Nasdaq Inc.;0,002918;0,009811374
Upwork Inc.;0,001174813;0,009794245
Organo Corp.;0,000525056;0,009720712
Janus Henderson Group PLC;0,003294727;0,009714002
Autobacs Seven Co. Ltd.;0,00166049;0,009686426
Primo Brands Corporation Class A;0,052863967;0,009683247
Veralto Corporation;0,00850591;0,009677978
Brookfield Asset Management Ltd. Class A;0,097512118;0,009667448
A.P. Moller - Maersk A/S Class B;0,000892595;0,009638676
Descartes Systems Group Inc.;0,005549844;0,009628764
HUGO BOSS AG;0,005380513;0,009486986
Brink's Company;0,002324686;0,009461859
Zurn Elkay Water Solutions Corporation;0,049197763;0,009459474
Cirrus Logic Inc.;0,022094363;0,009441275
Gitlab Inc. Class A;0,001082928;0,009428324
Tyler Technologies Inc.;0,001920393;0,00941781
Bollore SE;0,004816078;0,009392274
Nichirei Corporation;0,001947958;0,009385403
Meiji Holdings Co. Ltd.;0,014537493;0,009322221
Zscaler Inc.;0,01135959;0,009320023
Enphase Energy Inc.;0,002046406;0,009297477
DocuSign Inc.;0,007307469;0,009286425
Greggs plc;0,034522443;0,009283312
Henkel AG & Co. KGaA Pref;0,075710474;0,009243748
BayCurrent Inc;0,012375574;0,00923446
Uranium Energy Corp.;0,000613003;0,00913654
Svenska Cellulosa AB SCA Class B;0,071605847;0,009125571
Toast Inc. Class A;0,016564209;0,009084544
CyberArk Software Ltd.;0,004529922;0,0090822
PBF Energy Inc. Class A;0,000416107;0,009079882
Nordson Corporation;0,001555479;0,009064093
Hikari Tsushin Inc.;0,002929813;0,009037154
Domino's Pizza Inc.;0,00308733;0,008997261
Brunello Cucinelli S.p.A.;0,002347001;0,008984394
Sumitomo Metal Mining Co. Ltd.;0,002194735;0,008935162
Umicore SA;0,002265617;0,008930894
Fugro NV;0,001244383;0,008905978
Netwealth Group Ltd.;0,000637943;0,008854795
Sampo Oyj;0,004633621;0,008838569
Bayerische Motoren Werke AG Pref;0,016314808;0,008819971
EBOS Group Limited;0,017903103;0,008810696
Capcom Co. Ltd.;0,002936377;0,008765457
ZOZO Inc.;0,000710138;0,008757696
ANDRITZ AG;0,002093661;0,008757335
Interparfums Inc.;0,001589608;0,008753848
Kao Corporation;0,084549794;0,008740877
Korn Ferry;0,0065422;0,008740662
Tri Pointe Homes Inc.;0,005196743;0,008665767
Sumitomo Forestry Co. Ltd.;0,005498651;0,008660663
ServisFirst Bancshares Inc;0,001814069;0,008644079
Azbil Corporation;0,004283146;0,008628315
FirstEnergy Corp.;0,006744346;0,008611313
Chart Industries Inc.;0,002028029;0,008566483
Saputo Inc.;0,006437189;0,008515594
Fortive Corp.;0,002369316;0,008494479
Pentair plc;0,092852245;0,00849434
Atkinsrealis Group Inc.;0,010316041;0,008484738
Charles River Laboratories International Inc.;0,003822409;0,008456149
Mobimo Holding AG;0,006418812;0,00843056
Bio-Techne Corporation;0,000976604;0,00842459
freenet AG;0,004128254;0,008376967
Fanuc Corporation;0,081574039;0,008376026
Limbach Holdings Inc.;0,002046406;0,008367917
SGH Limited;0,013251105;0,008357603
Camurus AB;0,009880244;0,008340481
HEICO Corporation Class A;0,006336115;0,008331813
MTR Corporation Limited;0,015327702;0,008309985
Nova Ltd.;0,003053202;0,008277584
Terumo Corporation;0,005744114;0,008267131
UPM-Kymmene Oyj;0,001793067;0,008221398
SiteOne Landscape Supply Inc.;0,001008108;0,008205071
Vend Marketplaces ASA Class B;0,00044761;0,008181906
Hecla Mining Company;0,000997607;0,008180098
HIROSE ELECTRIC CO. LTD.;0,001768127;0,008178939
ATCO Ltd. Class I;0,005419892;0,008163597
Madrigal Pharmaceuticals Inc.;0,002837929;0,00814156
Teleperformance SE;0,00243101;0,008122256
OTSUKA CORPORATION;0,014192268;0,008081042
EQT AB;0,002319436;0,008074445
Planet Fitness Inc. Class A;0,001472783;0,008070886
Nidec Corporation;0,050636417;0,008031876
Workiva Inc. Class A;0,046243009;0,008028668
Paramount Skydance Corporation Class B;0,001768127;0,007873609
Repligen Corporation;0,001862637;0,007824342
Science Applications International Corp.;0,017132583;0,007812913
Hexcel Corporation;0,012593472;0,00779467
Construction Partners Inc. Class A;0,003714772;0,007790769
Fukuoka Financial Group Inc.;0,002105475;0,00779037
Visional Inc.;0,000560497;0,007772472
Sage Group plc;0,005272877;0,007766135
Coherent Corp.;0,008190876;0,007714927
Mycronic AB;0,000476488;0,007649909
IDEX Corporation;0,019614786;0,007632967
Valmet Corp;0,013953368;0,007626042
Kyoto Financial GroupInc.;0,010272724;0,007603631
Lattice Semiconductor Corporation;0,001756313;0,007578374
Lazard Inc;0,018395343;0,007553059
SS&C Technologies Holdings Inc.;0,005864877;0,007540728
NuScale Power Corporation Class A;0,004077061;0,007534192
Trimble Inc.;0,002826115;0,007505154
Phoenix Financial Ltd;0,010137522;0,007495917
Westgold Resources Ltd;0,000572311;0,007487446
Alfa Laval AB;0,006053898;0,007483526
US Foods Holding Corp.;0,008282761;0,007441381
Tryg A/S;0,006851983;0,007440291
Quebecor Inc. Class B;0,005225621;0,007438223
Aeroports de Paris ADP;0,050043103;0,007417995
ASX Limited;0,003814533;0,007396879
Mercari Inc.;0,000212648;0,007394036
RB Global Inc.;0,009949814;0,007364519
Dolby Laboratories Inc. Class A;0,010352795;0,007351533
Porsche AG;0,001232569;0,007323371
Revvity Inc.;0,029170808;0,007304479
Kohl's Corporation;0,002054282;0,00729712
Ambu A/S Class B;0,000336036;0,007292078
Prestige Consumer Healthcare Inc;0,003424679;0,007288076
Nexstar Media Group Inc.;0,00637812;0,007278167
Amkor Technology Inc.;0,002143542;0,007254712
Shimano Inc.;0,001173501;0,00723878
Hexagon AB Class B;0,002988882;0,007230886
Kemper Corp;0,004220139;0,007216366
West Fraser Timber Co. Ltd.;0,007534556;0,007212304
Xero Limited;0,054679349;0,007184047
Century Communities Inc.;0,03830416;0,007176688
easyJet plc;0,00124307;0,007163888
PennyMac Financial Services Inc.;0,017273035;0,00708792
KBR Inc.;0,003319668;0,00708203
Hasbro Inc.;0,004762259;0,00707594
Orsted;0,00264497;0,007034897
Elbit Systems Ltd;0,00962953;0,007033893
Leidos Holdings Inc.;0,092659287;0,00702123
Shake Shack Inc. Class A;0,007903408;0,007013459
Ormat Technologies Inc.;0,010712458;0,006968321
Match Group Inc.;0,002136979;0,006933456
Lasertec Corp.;0,002991508;0,006919646
Axalta Coating Systems Ltd.;0,000733766;0,006912372
Westgold Resources Ltd;0,000572311;0,00689811
Axcelis Technologies Inc.;0,00055656;0,006873077
Leopalace21 Corporation;0,002764421;0,006850641
Omnicom Group Inc;0,077419532;0,00683788
Oracle Corporation Japan;0,003309166;0,006805361
Grab Holdings Limited Class A;0,003931358;0,006790418
Alamo Group Inc.;0,001046174;0,006734216
Wingstop Inc.;0,002273493;0,006732392
Brown-Forman Corporation Class B;0,000963478;0,006731328
Skyward Specialty Insurance Group Inc.;0,00118794;0,00671704
Shionogi & Co. Ltd.;0,004871209;0,006677276
Cellnex Telecom S.A.;0,004428849;0,006666788
Indutrade AB;0,000317659;0,006666271
Yamazaki Baking Co. Ltd.;0,000320284;0,006660454
Sectra AB Class B;0,004641497;0,006637851
Definity Financial Corp.;0,005559032;0,006637087
Vault Minerals Limited;0,001164312;0,006628794
Micronics Japan Co. Ltd.;0,002844492;0,006581101
Treasury Wine Estates Limited;0,004793763;0,006574359
Sekisui House Ltd.;0,023695785;0,006555657
PVH Corp.;0,001093429;0,006550679
NEXON Co. Ltd.;0,00212254;0,006547895
AAON Inc.;0,020891985;0,00650726
TOTO Ltd;0,012382137;0,006500024
GFL Environmental Inc;0,00488696;0,006460378
Stanley Black & Decker Inc.;0,00212254;0,006456964
MongoDB Inc. Class A;0,014679258;0,006451324
Rubrik Inc. Class A;0,020355115;0,006409201
Toho Co. Ltd.;0,00320153;0,006347356
Brown & Brown Inc.;0,001409776;0,00633607
IGO Limited;0,004428849;0,006331136
LY Corporation;0,000607753;0,006330538
Hikma Pharmaceuticals Plc;0,001737936;0,006314112
Austal Limited;0,001182689;0,006286974
Neste Corporation;0,005027413;0,00621865
Melrose Industries PLC;0,003607136;0,006196597
Darling Ingredients Inc;0,00651726;0,006152701
Select Water Solutions Inc. Class A;0,002735543;0,006138369
e.l.f. Beauty Inc.;0,002830053;0,00613593
BellRing Brands Inc.;0,001502973;0,006129518
Morningstar Inc.;0,001806193;0,006098646
SHIFT Inc.;0,000548684;0,006097655
ONO Pharmaceutical Co. Ltd.;0,004373718;0,006088813
Verra Mobility Corp. Class A;0,007517492;0,006057669
CCC Intelligent Solutions Holdings Inc;0,00897846;0,006012937
McCormick & Company Incorporated;0,002226238;0,005995178
Tokyo Ohka Kogyo Co. Ltd.;0,000321597;0,005957925
Suntory Beverage & Food Ltd.;0,004502357;0,005951456
Alten SA;0,001934832;0,005948777
Halma plc;0,007425607;0,005947729
Skylark Holdings Co. Ltd.;0,004921089;0,005938517
ROCKWOOL A/S Class B;0,021721574;0,005937703
Yamato Holdings Co. Ltd.;0,000922786;0,005867036
HKT Trust and HKT Ltd;0,010599571;0,005855287
SentinelOne Inc. Class A;0,001160374;0,005843292
Asmodee Group AB Class B;0,000211335;0,005840277
BKW AG;0,068017088;0,005823465
Roivant Sciences Ltd.;0,000897846;0,005820543
OBIC Co. Ltd.;0,012491086;0,005778948
Shift4 Payments Inc. Class A;0,001247008;0,005771573
Dynatrace Inc.;0,064655416;0,005756753
Teleflex Incorporated;0,002658097;0,005737626
Quest Diagnostics Incorporated;0,001233882;0,00570729
Marzetti Company;0,003884103;0,005691171
UiPath Inc. Class A;0,002370629;0,005684233
McDonald's Holdings Company (Japan) Ltd.;0,007678946;0,005684072
Danel (Adir Yeoshua) Ltd.;0,001806193;0,005659448
Vivendi SE;0,00145178;0,005659394
Whirlpool Corporation;0,020512632;0,005634615
Jeronimo Martins SGPS S.A.;0,004266081;0,0056304
Just Group plc;0,002445449;0,00561988
PAL GROUP Holdings Co. Ltd.;0,002549148;0,005617226
BILL Holdings Inc.;0,001568605;0,005611184
Atlas Arteria;0,007799709;0,005599734
Endeavour Group Ltd;0,00257015;0,005588163
SalMar ASA;0,000763957;0,00558239
Hormel Foods Corporation;0,008709369;0,005566769
Rentokil Initial plc;0,002761795;0,005557934
Truecaller AB Class B;0,001199753;0,005513949
Dropbox Inc. Class A;0,004636246;0,005484932
TransUnion;0,013080462;0,005449947
ROHM Company Limited;0,003141149;0,005449463
Elis SA;0,00235619;0,005435618
Ivanhoe Mines Ltd. Class A;0,030589772;0,005409005
ALS Ltd.;0,075858802;0,005403185
IAC Inc.;0,000778396;0,00537586
Wienerberger AG;0,007815461;0,005313764
Colliers International Group Inc.;0,001718246;0,005299185
Sealed Air Corporation;0,001457031;0,00527876
Temenos AG;0,001744499;0,005268709
Champion Iron Ltd.;0,000181144;0,005252651
American Water Works Company Inc.;0,009507455;0,005231529
JD Sports Fashion Plc;0,000994981;0,005226684
Yurtec Corporation;0,00257015;0,005220462
Graincorp Limited Class A;0,005629915;0,005202367
Embracer Group AB Class B;0,000154892;0,005190499
Symrise AG;0,006038146;0,005186524
Boyd Group Services Inc;0,002218362;0,005130259
FTI Consulting Inc.;0,001151186;0,005114198
Basilea Pharmaceutica AG;0,003361672;0,005098909
Sysmex Corporation;0,000825651;0,005092376
First Majestic Silver Corp.;0,00235619;0,005075428
EchoStar Corporation Class A;0,004258206;0,005065026
Barry Callebaut AG;0,004888273;0,005025268
Haemonetics Corporation;0,001543665;0,005015996
Sopra Steria Group SA;0,002512394;0,005000172
Sunrun Inc.;0,001325767;0,004981236
BridgeBio Pharma Inc.;0,001344144;0,004973446
Moncler SpA;0,000857154;0,004928232
Amphastar Pharmaceuticals Inc.;0,00020871;0,004925756
Edenred SA;0,000931975;0,004850249
Bruker Corporation;0,003219907;0,004828114
Beijer Ref AB Class B;0,002188172;0,004811743
A.P. Moller - Maersk A/S Class A;0,033833307;0,004784541
Shimadzu Corporation;0,00378828;0,00478057
Demant A/S;0,000254652;0,004748729
Penske Automotive Group Inc.;0,008974523;0,004745192
Wharf Real Estate Investment Company Limited;0,001737936;0,004729457
Monogatari Corporation;0,000305845;0,004711568
Parsons Corporation;0,013659336;0,004701403
Aalberts N.V.;0,003759402;0,004653283
Okta Inc. Class A;0,009923562;0,004634723
Simply Good Foods Co;0,005576096;0,004624061
Sonova Holding AG;0,051896551;0,004606498
Nissan Chemical Corporation;0,017297975;0,004605909
HealthEquity Inc;0,001537102;0,004579328
Cable One Inc.;0,001681492;0,004564008
PUMA SE;0,000171956;0,004526961
Shoals Technologies Group Inc. Class A;0,000288781;0,004524665
Mineral Resources Limited;0,001392711;0,004520387
Elastic NV;0,003288164;0,004462016
H.B. Fuller Company;0,019429703;0,004432467
Tetra Tech Inc.;0,006930741;0,004430678
Riot Platforms Inc.;0,00112362;0,004424959
Wix.com Ltd.;0,001462281;0,004424763
Sumitomo Chemical Co. Ltd.;0,001688056;0,004399677
Tutor Perini Corporation;0,003399739;0,004366674
Arcadis NV;0,001479346;0,004356575
SPS Commerce Inc.;0,012287627;0,004291136
Haseko Corporation;0,028469858;0,004283324
Akero Therapeutics Inc.;0,000673385;0,004271528
Samsara Inc. Class A;0,007262839;0,004263519
Resolute Mining Limited;0,000715389;0,004262256
Stellar Bancorp Inc.;0,00530963;0,00426199
GRAIL Inc;0,001285075;0,004261173
Bright Horizons Family Solutions Inc.;0,001266698;0,004256945
Delek Group Ltd.;0,006581579;0,004231172
Towa Corporation;0,000228399;0,004228122
Perrigo Co. Plc;0,005531467;0,004226571
Informa Plc;0,089321242;0,004208036
Toa Corporation (Construction);0,0022223;0,004205481
Wayfair Inc. Class A;0,002675161;0,004165742
Brookfield Wealth Solutions Ltd. Class A;0,002251178;0,004165004
Semtech Corporation;0,002622656;0,004157879
Unicharm Corporation;0,005320132;0,004156422
Exact Sciences Corporation;0,004806889;0,004118818
M&G Plc;0,001093429;0,004107526
Hyatt Hotels Corporation Class A;0,006903176;0,004105715
Schroders PLC;0,00991306;0,004095192
Zebra Technologies Corporation Class A;0,00357957;0,004088678
Allegro MicroSystems Inc.;0,003079454;0,004069805
Esquire Financial Holdings Inc.;0,001021234;0,004062129
Vistry Group PLC;0,00091491;0,004044598
Hiscox Ltd;0,018596177;0,004011234
Natural Grocers by Vitamin Cottage Inc.;0,002773609;0,003991534
Canal+ SA;0,001286388;0,003978709
Sinch AB;0,000459424;0,003978376
Koshidaka Holdings Co. Ltd.;0,001613235;0,003960953
FMC Corporation;0,015040234;0,003917095
Eurofins Scientific SE;0,00378828;0,00390642
Marqeta Inc. Class A;0,000930662;0,003876821
Aramark;0,003563819;0,003868167
Capri Holdings Limited;0,000441047;0,003865339
Sartorius AG Pref;0,003083392;0,003856646
Box Inc. Class A;0,009033591;0,003836674
Rohto Pharmaceutical Co. Ltd.;0,000592001;0,003832434
Peloton Interactive Inc. Class A;0,000383291;0,003802341
Ricoh Leasing CompanyLtd.;0,002155356;0,003739068
HOSHIZAKI Corp.;0,004430161;0,003726129
Henry Schein Inc.;0,003573007;0,003724764
Veritex Holdings Inc.;0,000371477;0,003707379
HelloFresh SE;0,001736623;0,003694051
Amplifon SpA;0,004279208;0,003691704
Teradata Corporation;0,001611922;0,003681454
Kobe Bussan Co. Ltd.;0,003962861;0,003666615
Infratil Limited;0,061414507;0,003653549
NSK Ltd.;0,002180296;0,003638108
FB Financial Corporation;0,00039773;0,003614
Nissin Foods Holdings Co. Ltd.;0,003899855;0,003608392
Seek Limited;0,007379664;0,003557605
H.I.S.Co. Ltd.;0,000454174;0,003555563
Interpublic Group of Companies Inc.;0,004011429;0,003547893
Tokai Holdings Corporation;0,001937457;0,003538529
PLUXEE N.V.;0,000763957;0,003530736
Phoenix Group Holdings plc;0,011858394;0,003518693
Dynavax Technologies Corporation;0,000546058;0,003477954
Harrow Inc.;0,001606672;0,003468644
Hemnet Group AB;0,000318972;0,003444292
Procore Technologies Inc;0,000928037;0,003414237
Nicolet Bankshares Inc.;0,072818727;0,003407024
Norwegian Air Shuttle ASA;0,001659177;0,0033862
James Hardie Industries PLC;0,000580187;0,003370822
Entegris Inc.;0,002403445;0,003334884
Siemens Healthineers AG;0,007441359;0,003329339
Worley Limited;0,013933678;0,003291516
Cleanaway Waste Management Ltd.;0,005859627;0,003281149
Travel + Leisure Co.;0,004491855;0,003265106
Symbotic Inc. Class A;0,000316346;0,003264612
OMRON Corporation;0,00264497;0,00326295
C3.ai Inc. Class A;0,000539495;0,003252962
CommScope Holding Co. Inc.;0,006143157;0,003247664
Unity Software Inc.;0,003348546;0,003236578
TriNet Group Inc.;0,004486605;0,003233804
LGI Homes Inc.;0,00624423;0,003226194
QuantumScape Corporation Class A;0,001005483;0,003222252
MEGMILK SNOW BRAND Co. Ltd.;0,00041742;0,003216159
Spectrum Brands Holdings Inc.;0,002353564;0,003194638
Toenec Corporation;0,002722416;0,003148234
Under Armour Inc. Class C;0,001283762;0,003136144
Transocean Ltd.;0,000530307;0,003079574
Regal Rexnord Corporation;0,045777022;0,003077091
Genky DrugStores Co. Ltd.;0,001099993;0,003053354
Snap Inc. Class A;0,003453557;0,003043803
Bank First Corp;0,071659666;0,003038103
Dowlais Group PLC;0,000480426;0,003003485
Tate & Lyle PLC;0,020910362;0,003000933
Nitori Holdings Co. Ltd.;0,000962165;0,00296818
Cytokinetics Incorporated;0,001181376;0,002925984
Hovnanian Enterprises Inc. Class A;0,001501661;0,002918289
Campbell's Company;0,003742338;0,002917428
Liberty Global Ltd. Class C;0,008584668;0,00290713
DENTSPLY SIRONA Inc.;0,0014019;0,002822542
Kikkoman Corporation;0,003650453;0,002815081
Asahi Intecc Co. Ltd.;0,001337581;0,002811848
Nippon Paint Holdings Co. Ltd.;0,005266313;0,002784247
Bowhead Specialty Holdings Inc.;0,000760019;0,00278413
Heineken Holding N.V.;0,009323685;0,002777034
Triumph Financial Inc.;0,000823026;0,002742387
Silgan Holdings Inc.;0,001777315;0,002720873
GXO Logistics Inc;0,001120995;0,002696749
Middlesex Water Company;0,000746892;0,002695267
TRE HOLDINGS CORPORATION;0,00171037;0,002692819
Keisei Electric Railway Co. Ltd.;0,000192958;0,002684947
Zehnder Group AG Class A;0,040076225;0,00263068
Bath & Body Works Inc.;0,000918848;0,002599127
Sensata Technologies Holding PLC;0,015674239;0,002593614
Ralliant Corporation;0,017920167;0,002507607
Peoples Bancorp Inc.;0,067103491;0,002498408
Array Technologies Inc;0,000640569;0,00247581
Essential Utilities Inc.;0,005016912;0,002459084
Planet Labs PBC Class A;0,001815382;0,002456956
Progress Software Corporation;0,001598796;0,002454866
Etsy Inc.;0,004679563;0,00244061
Confluent Inc. Class A;0,001522663;0,002428041
M3 Inc.;0,002676474;0,002428022
Ramsay Health Care Limited;0,004167633;0,002427636
BCE Inc.;0,001046174;0,002419897
Novanta Inc;0,000841403;0,002414314
Louis Hachette Group SA;0,000766582;0,002372225
Cohu Inc.;0,037047963;0,002354179
NIBE Industrier AB Class B;0,002763108;0,00234883
Nabors Industries Ltd.;0,000400355;0,002340248
Spirax Group plc.;0,00334592;0,002294791
Live Oak Bancshares Inc.;0,001077678;0,002283248
Hertz Global Holdings Inc;0,000698325;0,002278172
Ionis Pharmaceuticals Inc.;0,05125467;0,002271111
Noble Corporation PLC Class A;0,000490928;0,002262209
Teladoc Health Inc.;0,000683886;0,002256899
Sartorius Stedim Biotech SA;0,002010965;0,002243827
GCI Liberty Inc. Class C;0,000370165;0,002236873
Havas NV;0,000718014;0,00222222
DigitalBridge Group Inc. Class A;0,002325999;0,0022221
Yamada Holding Co. Ltd.;0,000262528;0,002222049
Serica Energy PLC;0,000593313;0,002219677
Avis Budget Group Inc.;0,000564435;0,002215735
Yakult Honsha Co. Ltd.;0,001984712;0,002159774
Hamamatsu Photonics K.K.;0,002080535;0,002139288
Shiseido CompanyLimited;0,004721568;0,002131312
IMCD N.V.;0,003066328;0,002095174
Cipher Mining Inc;0,002314185;0,002068824
Ashland Inc.;0,043012601;0,002041818
Avantor Inc.;0,037471946;0,002033851
Eisai Co. Ltd.;0,04239041;0,002016596
Unitil Corporation;0,000357038;0,002000968
SIG Group AG;0,000568373;0,001997295
ZIM Integrated Shipping Services Ltd.;0,001967648;0,001988571
Pitney Bowes Inc.;0,002710602;0,001972563
Neogen Corp;0,000212648;0,001962816
Yaskawa Electric Corporation;0,02301715;0,001941986
Conagra Brands Inc.;0,002694851;0,001929959
Investment AB Latour Class B;0,007299593;0,001929709
Cannae Holdings Inc.;0,05784675;0,001926352
Spirit AeroSystems Holdings Inc. Class A;0,001681492;0,001918723
Davide Campari-Milano N.V.;0,000287468;0,001855216
Viper Energy Inc.;0,018526607;0,001852027
ZoomInfo Technologies Inc;0,000756081;0,001841656
Six Flags Entertainment Corporation;0,003030887;0,001823068
Denali Therapeutics Inc.;0,000231025;0,001775672
Kornit Digital Ltd.;0,001216818;0,001758642
Croda International Plc;0,03559487;0,001695416
Novavax Inc.;0,001663115;0,001693181
BioCryst Pharmaceuticals Inc.;0,000732453;0,001669773
Mandatum Oyj;0,000564435;0,00163511
JELD-WEN Holding Inc.;0,000363601;0,001628226
IDP Education Ltd.;0,002581964;0,001609694
Aurinia Pharmaceuticals Inc.;0,000637943;0,001596942
MiMedx Group Inc.;0,000300595;0,001541681
Rogers Corporation;0,000288781;0,001460886
O-I Glass Inc;0,000597251;0,001426826
Ocado Group PLC;0,001670991;0,001421012
Eos Energy Enterprises Inc. Class A;0,004737319;0,001370915
Angi Inc Class A;0,000204772;0,001363885
Attendo AB;0,000690449;0,001283394
Amneal Pharmaceuticals Inc. Class A;0,000557872;0,001281545
Walgreens Boots Alliance Inc.;0,014731763;0,001280427
Remy Cointreau SA;0,001375647;0,001253476
AddLife AB Class B;0,004564051;0,001253286
Innodata Inc.;0,002501893;0,00123072
